content,id_SN,date,tags,title,support_line,menu,sector,images_hd,layout,files,created_date,published,releated_posts,section,label,video,video_thumbnail,hat,special-page,target,link
,176,2019-03-15T15:32:07-03:00,[],Amanhecer por Marielle em acampamento do MST,"No dia que completou um ano de sua morte, MST exige justiça!",lutas e mobilizações,,,post,[],2019-03-15T15:33:04-03:00,true,[],tv,,https://youtu.be/0He5XAYklM0,http://img.youtube.com/vi/0He5XAYklM0/0.jpg,,,,
,209,2019-03-22T14:07:26-03:00,[],Terreiro Cultural em Minas Gerais!,Confira o que rolou lá na Zona da Mata.,"educação, cultura e comunicação",,,post,[],2019-03-22T14:08:03-03:00,true,[],tv,,https://youtu.be/H8QbCg0zicw,http://img.youtube.com/vi/H8QbCg0zicw/0.jpg,,,,
,210,2019-03-22T12:47:18-03:00,[],Vem aí a IV Feira Nacional da Reforma Agrária!,Confira o que já teve nas outras. ;),reforma agrária,,,post,[],2019-03-22T12:48:47-03:00,true,[],tv,,https://youtu.be/ttrQOA7NAKU,http://img.youtube.com/vi/ttrQOA7NAKU/0.jpg,,,,
,222,2019-03-27T15:24:43-03:00,[],Confira como foi a abertura da XVI Festa da Colheita do Arroz Orgânico!,E descubra como o MST se transformou no maior produtor de arroz orgânico da América Latina! ,agricultura camponesa,,,post,[],2019-03-27T15:25:58-03:00,true,[],tv,,https://youtu.be/FTsjSOOGvS0,http://img.youtube.com/vi/FTsjSOOGvS0/0.jpg,,,,
,261,2019-04-03T15:26:36-03:00,feira-da-reforma-agrária|agroecologia|alimentação-saudável,Preparados para a IV Feira Nacional da Reforma Agrária?,"eatro, música, dança, cultura popular, comidas tradicionais e muito mais",agricultura camponesa,,,post,[],2019-04-03T15:27:57-03:00,true,_posts/2018/06/2018-06-02-mulheres-no-iv-ena-somos-como-as-aguas-juntas-temos-mais-forca.md|_posts/2018/06/2018-06-02-dossie-contra-lei-dos-agrotoxicos-e-lancado-durante-o-iv-ena.md|_posts/2018/09/2018-09-12-mulheres-da-terra-inaugura-feira-de-organicos-e-coloniais-na-ufrgs.md|_posts/2018/06/2018-06-13-comercializar-e-comunicar-e-dialogar-sobre-a-reforma-agraria-popular-explica-dirigente.md|_posts/2018/06/2018-06-19-mst-investe-na-producao-agroecologica-de-norte-a-sul-da-bahia.md|_posts/2018/06/2018-06-19-25-mil-pessoas-participam-da-4o-feira-estadual-da-reforma-agraria-em-salvador.md|_posts/2018/06/2018-06-21-mst-leva-mais-de-30-variedades-de-feijao-organico-ao-coracao-de-piratini-no-rio-grande-do-sul.md|_posts/2018/09/2018-09-04-nosso-projeto-e-produzir-alimentos-saudaveis-e-acessiveis-a-todo-o-povo-destaca-dirigente-do-mst.md,tv,,https://www.youtube.com/watch?v=1CW2nlmngX8,http://img.youtube.com/vi/1CW2nlmngX8/0.jpg,,,,
,285,2019-04-09T13:52:08-03:00,[],Reforma da Previdência: o que você tem a ver com isso? ,"As mulheres do campo, das águas e da floresta explicam o que você tem a ver com essa proposta de Reforma da Previdência!",lutas e mobilizações,,,post,[],2019-04-09T13:52:56-03:00,true,[],tv,,https://youtu.be/wThQzoIi8dQ,http://img.youtube.com/vi/wThQzoIi8dQ/0.jpg,,,,
,325,2019-04-16T21:56:58-03:00,comunicação-popular|democratização-da-comunicação|comunicação,Qual o papel da comunicação nos dias de hoje?,"Para tentar responder essa pergunta, comunicadores populares reuniram-se no ""I Seminário Nacional de Comunicação - O MST na batalha das ideias"" ","educação, cultura e comunicação",,,post,[],2019-04-16T21:59:24-03:00,true,_posts/2018/07/2018-07-18-brasil-de-fato-volta-ao-rs-resgata-utopias-e-se-propoe-como-ferramenta-na-luta-de-narrativas.md,tv,,https://www.youtube.com/watch?v=S4Qvl63dHzQ,http://img.youtube.com/vi/S4Qvl63dHzQ/0.jpg,,,,
,331,2019-04-18T18:10:44-03:00,[],MST realiza Ato Público em Defesa da Feira Nacional da Reforma Agrária,"Centenas de pessoas ligadas a partidos e entidades da sociedade civil compareceram na tarde de ontem (17) no Parque da Água Branca, em São Paulo (SP), para participar do ato em defesa da realização da IV Feira Nacional da Reforma Agrária.",agricultura camponesa,,,post,[],2019-04-18T18:18:04-03:00,true,[],tv,,https://youtu.be/NxfNt3XBNAE,http://img.youtube.com/vi/NxfNt3XBNAE/0.jpg,,,,
,367,2019-04-30T16:50:26-03:00,[],Acampamento Terra Livre: Indígenas de todo Brasil ocupam Brasília!,"Entre os dias 17 à 19 de abril, milhares de indígenas de todo o Brasil, realizaram o Acampamento Terra Livre.",lutas e mobilizações,,,post,[],2019-04-30T16:51:49-03:00,true,[],tv,,https://youtu.be/ZhAa-eJ0L5Q,http://img.youtube.com/vi/ZhAa-eJ0L5Q/0.jpg,,,,
,371,2019-04-30T17:32:04-03:00,[],Denúncia | 500 famílias são despejadas por Dória em São Paulo!,"No dia 23 de abril, o Acampamento Paulo Kageyama, em Mogi Guaçú (SP), sofreu um despejo violento por parte da Polícia Militar de São Paulo, Força Tática e Polícia Ambiental.",lutas e mobilizações,,,post,[],2019-04-30T17:33:18-03:00,true,[],tv,,https://youtu.be/DaolrClbVYw,http://img.youtube.com/vi/DaolrClbVYw/0.jpg,,,,
,503,2019-06-11T11:12:00-03:00,analise-de-conjuntura|capital|conjuntura|governo-bolsonaro|tarefas-organização|mobilizações,Análise de Conjuntura feita por João Pedro Stedile,"Entenda as movimentações do capital, governo Bolsonaro e a nossas tarefas nesse próximo período!",lutas e mobilizações,,,post,[],2019-06-11T11:14:18-03:00,true,[],tv,,https://www.youtube.com/watch?v=zBeiSK6Kh34,http://img.youtube.com/vi/zBeiSK6Kh34/0.jpg,,,,
,504,2019-06-11T19:22:27-03:00,[],"Carta Terra, Território, Diversidade e Lutas!"," Confira os compromissos firmados na semana passada onde diversos movimentos, organizações, entidades e governos debateram questões fundamentais para a luta política no Brasil. ",lutas e mobilizações,,,post,[],2019-06-11T19:23:03-03:00,true,[],tv,,https://youtu.be/eMC0avwXH0g,http://img.youtube.com/vi/eMC0avwXH0g/0.jpg,,,,
,506,2019-06-11T10:43:53-03:00,expressão-popular|sem-terra-em-cartaz,Conheça o livro Sem Terra em Cartaz!,Livro histórico traz os cartazes feitos por movimentos de luta pela terra durante os anos de 1975 até 2018.,"educação, cultura e comunicação",,,post,[],2019-06-11T10:45:03-03:00,true,[],tv,,https://www.youtube.com/watch?v=kPsncwlOXaE&t=1s,http://img.youtube.com/vi/kPsncwlOXaE/0.jpg,,,,
,511,2019-06-12T14:43:57-03:00,vazajato|lavajato|lulalivre|greve-geral,"Análise de Conjuntura 01 | Vaza Jato, Lula Livre e Greve Geral!","Nessa semana, João Paulo Rodrigues, da Coordenação Nacional do MST, fala sobres os episódios mais importantes da semana.",lutas e mobilizações,,,post,[],2019-06-12T14:45:45-03:00,true,[],tv,,https://youtu.be/mmUDb5a9Chc,http://img.youtube.com/vi/mmUDb5a9Chc/0.jpg,,,,
,532,2019-06-18T14:20:11-03:00,[],Moradores do Assentamento Apolônio de Carvalho e do Guaíba City contra mina de carvão a céu aberto.,"Disputa de territórios, quem quer destruir X quem produz alimentos saudáveis!",lutas e mobilizações,,,post,[],2019-06-18T14:22:24-03:00,true,[],tv,,https://www.youtube.com/watch?v=q6G5Pl4f4f4,http://img.youtube.com/vi/q6G5Pl4f4f4/0.jpg,,,,
,535,2019-06-19T17:06:54-03:00,VAZAJATO|FHC|LULALIVRE|GOVERNO-BOLSONARO,"Análise de Conjuntura | Vitórias da Greve Geral, Vaza Jato com FHC, mudanças no Governo Bolsonaro e calendário de lutas","João Paulo Rodrigues, da Coordenação Nacional do MST, fala sobres os episódios mais importantes da semana.",lutas e mobilizações,,,post,[],2019-06-19T17:08:05-03:00,true,_posts/2019/06/2019-06-12-analise-de-conjuntura-01-or-vaza-jato-lula-livre-e-greve-geral.md,tv,,https://youtu.be/HObEKkwLH94,http://img.youtube.com/vi/HObEKkwLH94/0.jpg,,,,
,556,2019-06-26T16:52:45-03:00,[],"Análise de Conjuntura 03 | Semana do Orgulho LGBT, prisões de militantes, julgamento do HC de Lula","Confira a análise dos principais episódios da semana, com Alessandro Mariano, do Coletivo LGBT do MST, e Ney Strozak, do Coletivo de Direitos Humanos",lutas e mobilizações,,,post,[],2019-06-26T16:53:32-03:00,true,[],tv,,https://www.youtube.com/watch?v=EYXc0SZpIjo&feature=youtu.be,http://img.youtube.com/vi/EYXc0SZpIjo/0.jpg,,,,
